STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,AGG_METHOD,AGG_METHOD_LABEL,DECIMALS,DECIMALS_LABEL,DATABASE_ID,DATABASE_ID_LABEL,COMMENT_TS,UNIT_MULT,UNIT_MULT_LABEL,DATA_SOURCE,DATA_SOURCE_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,COMMENT_OBS,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,MLT,Malta,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,14.9,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,MOZ,Mozambique,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,58.7,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,PAN,Panama,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,33.8,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,PRY,Paraguay,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,43.2,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,PER,Peru,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,37.3,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,PRT,Portugal,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,17.9,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ROU,Romania,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,22.1,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,RUS,Russian Federation,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,13.4,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,WSM,Samoa,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,26.9,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SVK,Slovak Republic,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,11.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SVN,Slovenia,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,11.3,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ZAF,South Africa,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,62.1,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ESP,Spain,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,20.4,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SWE,Sweden,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,14.4,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CHE,Switzerland,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,15.6,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,THA,Thailand,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,20.4,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,TUR,Turkiye,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,17.1,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,VEN,"Venezuela, RB",WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,27.7,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,AUT,Austria,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,14.7,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,AZE,Azerbaijan,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,10.9,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BLR,Belarus,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,5.4,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BOL,Bolivia,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,51.3,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BWA,Botswana,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,19.3,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,KHM,Cambodia,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,23.9,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CHL,Chile,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,25.3,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,HRV,Croatia,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,20.6,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CYP,Cyprus,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,15.6,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CZE,Czechia,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,9.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ECU,Ecuador,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,36.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,EST,Estonia,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,15.8,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SWZ,Eswatini,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,63.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,FIN,Finland,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,13.1,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GEO,Georgia,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,34.9,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GRC,Greece,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,20.1,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,HND,Honduras,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,58.8,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,HUN,Hungary,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,12.3,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ISL,Iceland,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,9.8,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,IND,India,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,29.8,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,IDN,Indonesia,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,14.1,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ITA,Italy,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,18.7,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,JAM,Jamaica,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,16.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,KGZ,Kyrgyz Republic,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,31.7,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,LVA,Latvia,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,20.9,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,LTU,Lithuania,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,20.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,MLI,Mali,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,41.1,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,MLT,Malta,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,15.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,NAM,Namibia,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,28.7,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,NIC,Nicaragua,WB_WDI_SI_POV_NAHC,Poverty headcount ratio at national poverty lines (% of population),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,42.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Poverty headcount ratio at national poverty lines (% of population),0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
