FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,AGG_METHOD,AGG_METHOD_LABEL,DECIMALS,DECIMALS_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,DATA_SOURCE,DATA_SOURCE_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
A,Annual,CYM,Cayman Islands,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.72,,,,,,,,81.17,,,,,,81.01,80.97,78.86,80.75,79.09,76.3,75.32,78.49,77.84,78.76,79.28,,,,,,,,
A,Annual,CYP,Cyprus,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,27.5,28.48,,,,,,,40.99,,42.19,58.09,59.44,60.45,60.08,58.29,,,58.82,,,,55.456,57.285,59.234,59.823,60.558,59.992,59.846,60.652,61.863,61.86,60.308,60.246,58.729,55.946,53.252,53.493,53.005,53.327,54.822,57.174,58.507,57.935,59.035,60.678,61.716
A,Annual,CZE,Czechia,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.711,58.996,59.005,58.902,58.25,57.088,55.686,55.106,55.118,55.412,54.802,54.266,54.658,55.031,55.647,55.933,54.768,54.188,54.351,54.549,55.154,55.687,56.425,57.551,58.478,59.203,59.164,58.268,58.153,58.529,58.404
A,Annual,DEU,Germany,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,50.829,51.247,51.231,51.748,51.563,52.289,52.915,55.197,56.259,55.008,53.838,53.083,53.006,52.524,51.982,52.035,52.737,52.909,53.012,52.414,51.712,50.771,51.875,53.116,54.011,54.912,54.951,55.149,56.551,56.848,57.159,57.426,57.438,58.523,58.926,59.19,60.006,58.207,58.411,59.341,59.583
A,Annual,DJI,Djibouti,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.861,,,,,,
A,Annual,DMA,Dominica,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6,,33.46,,,,,,52.33,,55.01,,51.37,,,,,,,,,,,,,,,,,,,,,,
A,Annual,DNK,Denmark,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,60.25,,60.63,60.75,61.73,60.41,,58.13,,59.114,60.598,61.522,63.444,62.677,63.479,62.154,62.444,61.655,61.96,60.147,59.202,60.088,60.734,61.907,61.894,62.417,62.602,62.438,62.833,61.943,62.501,62.478,63.363,63.216,62.688,60.267,58.578,58.15,57.453,56.884,57.016,57.467,57.96,58.116,58.645,59.245,58.522,59.399,60.561,60.408
A,Annual,DOM,Dominican Republic,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.3,46.6,46.0,44.8,43.7,52.77,,45.4,46.1,54.751,53.117,53.666,52.704,53.27,52.893,54.064,54.26,54.842,52.438,53.751,54.617,55.436,54.912,55.529,57.291,57.903,58.73,60.033,61.045,56.667,58.309,59.744,60.711
A,Annual,DZA,Algeria,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,25.37,,,,,16.98,,,,31.93,,,,,,,,,,,,,,,,,20.2,,,,,,,,37.22,37.55,36.15,,,36.43,37.034,37.599,36.91,,,,,,
A,Annual,EAP,East Asia & Pacific (excluding high income),WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.49487855138464,72.88815532216826,71.87977096438291,71.46941866393553,70.87303631721764,70.27195537422409,70.11427412352394,70.3024702142144,69.58325805464038,69.53474842828564,68.35555362712199,68.29108478603759,68.22242915154767,68.0618653426535,67.92548214056592,67.65517533283116,67.53492272860406,67.12372063525127,66.95348549248159,66.87079897209341,,,,
A,Annual,EAR,Early-demographic dividend,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.41847866474237,,,,,,55.63247583025609,,,,,55.98973170495039,,,,,53.43566457114868,,52.87798611865265,,,,,,49.08252607006462,50.48578744538091,49.34625750265121,50.85484384038665,52.4700844070871,54.90046595648671
A,Annual,EAS,East Asia & Pacific,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.99561556733654,71.0512253784019,70.13385129351289,69.76782047858794,69.2882575370312,68.7662894200471,68.62844162127767,68.93426520515607,68.18580319802406,68.0913707583528,67.0625931553251,67.04357335322388,66.97280132767042,66.8725592800462,66.8188599578871,66.62896526527935,66.5447474164585,66.25574569176197,66.18048678682193,66.16232186234147,,,,
A,Annual,ECA,Europe & Central Asia (excluding high income),WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4979815354941,48.54097562760805,48.10898427776329,48.40067015079304,49.87120539591299,52.05867183019028,53.07826595869309,53.94324355607661,54.00466568925091,54.34429310210985,53.71649897292922,55.3107014150259,54.311066704976,55.10913018080058,55.40307227913097,53.83607162042847,50.44447975838338,49.55329310279034,,
A,Annual,ECS,Europe & Central Asia,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.52763543589182,53.87331413200504,52.89470834573218,52.88226103119359,52.11093800178661,51.14862497881429,51.18302714466509,52.28570519331341,52.74938392360442,52.78323372994956,52.59971364823756,52.45289654584595,52.75342289662293,52.8481136585698,53.24181543866703,53.92266384888519,54.61539314951597,54.03255398681322,54.19391587429381,54.56922047754252,54.59905377646945,54.53611539352867,54.71812496727482,55.33366679948272,55.53463374798883,55.1192096668661,55.55505333882348,55.36136738194583,53.78929550926851,54.12855975731937,56.18546209063253,55.78149321348289
A,Annual,ECU,Ecuador,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.86,59.16,59.9,,60.403,66.396,61.86,61.636,64.093,64.446,65.537,64.669,63.943,61.063,60.122,59.643,60.431,60.342,60.44,63.284,64.558,65.539,64.308,63.656,56.361,62.728,63.388,62.225
A,Annual,EGY,"Egypt, Arab Rep.",WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,40.97,,40.44,,41.79,42.11,38.86,38.63,24.0,23.77,43.57,43.49,,,,,48.73,45.33,41.41,42.83,42.69,43.38,42.35,42.3,,41.3,42.76,26.94,40.97,38.23,,,,,,43.501,43.549,45.045,43.005,42.385,42.065,41.811,40.846,40.825,39.661,39.031,38.885,38.297,39.789,39.691,41.653
A,Annual,EMU,Euro area,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,48.10063207869216,48.15081612747858,47.87732251866134,47.89100109141025,48.02171607948072,48.32513695657281,48.76221494586446,49.86222156790863,50.2103649101206,49.51817651569942,48.4357147620734,47.91295332057798,47.90306233814245,47.93449191316047,47.91637445421362,48.47093870490096,49.21578879729829,49.78745443127077,50.25627150953694,50.47329540966683,50.64267211017852,50.54077915384764,50.95344872984485,51.67100181717235,52.37207753451839,52.63453098302499,51.4255910739774,50.9558216455343,50.93252583832613,50.47003966656347,50.11376444442585,50.25975868244289,50.60933066461629,51.30135935998934,51.90685036645431,52.46670697795653,52.97510602501374,51.84834365856743,52.55174682157043,53.62903200095337,54.01946694894456
A,Annual,ESP,Spain,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,47.92,46.48,45.16,43.21,41.42,40.45,39.67,38.09,37.23,37.023,38.072,38.723,39.878,40.663,40.528,40.998,38.808,38.071,38.698,39.205,40.294,41.56,43.627,45.496,46.702,47.779,48.737,49.657,51.869,53.08,53.755,52.69,48.879,47.785,46.911,44.925,43.883,44.55,45.853,47.032,48.107,49.088,49.751,47.91,49.232,50.411,50.992
A,Annual,EST,Estonia,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.125,71.14,67.159,63.098,62.112,59.129,58.312,58.274,54.354,51.831,51.06,50.588,51.48,52.314,53.013,54.02,57.051,57.773,57.773,52.493,50.392,53.747,55.167,56.033,56.627,58.139,58.653,59.889,60.397,60.706,59.098,59.753,61.987,62.219
A,Annual,ETH,Ethiopia,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.156,,,,,,79.971,,,,,,,,79.409,,,,,,,,65.567,,
A,Annual,EUU,European Union,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,48.30507490002195,48.3854661768404,48.11436596045095,48.15984909049228,48.26707187908458,48.5847863389779,48.97791285411137,50.62718184382754,50.81352374344922,51.25147216626625,50.25375666305079,49.69036903926821,50.3181241647094,49.43389136570154,49.45805471533332,49.84206746785213,50.27342799124899,50.30652546858127,50.52273288147229,50.25861903677809,50.31575290538956,50.22653288676223,50.5673563448474,51.37786760824075,52.17961118454692,52.57312785243271,51.46838934729076,51.1646865779912,51.13515692607612,50.83104329520331,50.56929543612761,50.89077254793233,51.30855731153778,51.9915701844693,52.72279354355785,53.27655662818571,53.74786960720883,52.74728677910917,53.17475588779504,54.18712883535144,54.5169554236435
A,Annual,FIN,Finland,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,47.7,,60.74,49.28,61.84,,,,62.38,61.95,61.61,61.62,63.26,67.585,63.805,59.022,55.22,54.377,50.715,50.115,51.137,52.303,55.606,56.176,56.773,56.63,56.251,55.672,56.251,56.778,57.008,57.563,55.501,54.897,55.262,55.135,54.296,53.801,53.43,53.439,53.77,55.051,55.376,54.41,55.811,57.021,56.736
A,Annual,FJI,Fiji,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,55.2,54.523,,,35.8,35.9,52.02,60.278,,,55.26,,55.097,,,,,,,
A,Annual,FRA,France,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,51.63,51.37,50.78,50.57,52.913,51.845,51.284,51.477,50.738,50.574,50.767,50.626,50.345,49.89,49.263,48.494,48.883,48.873,48.478,48.763,49.068,50.01,50.72,50.866,51.72,51.239,50.979,50.944,51.499,51.928,51.193,51.031,50.859,50.727,50.838,50.336,50.256,50.308,50.403,50.608,50.621,50.167,51.536,52.115,52.186
A,Annual,FSM,"Micronesia, Fed. Sts.",WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.852,,,,,,,,,
A,Annual,GAB,Gabon,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.87,,,,,,,,,,,,50.36,,,,,38.8,,,,,,,,,,,,,
A,Annual,GBR,United Kingdom,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,44.75,45.39,45.22,,,52.406,53.272,54.037,54.036,54.69,56.371,58.228,58.631,57.3,56.291,55.484,55.784,56.22,56.633,57.486,57.929,57.946,58.469,58.656,58.679,58.9,59.039,59.094,59.125,59.002,58.987,57.575,57.182,57.025,57.139,57.518,58.487,59.096,59.642,59.873,60.285,60.639,59.992,59.171,59.873,59.723
A,Annual,GEO,Georgia,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.3,56.9,60.11,58.84,56.77,58.45,56.59,55.21,53.8,54.9,52.3,51.211,52.262,53.219,54.278,54.114,55.891,57.428,57.064,56.656,55.836,55.65,55.96,,,
A,Annual,GHA,Ghana,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7,63.3,,74.834,73.0,,,,,,61.0,80.8,66.813,,,,,,67.3,,,,67.073,,,74.481,,64.539,,68.936,,,,55.574,61.76,
A,Annual,GIN,Guinea,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.486,,,,,,,,,,,,,,,,,50.225,,,,
A,Annual,GMB,"Gambia, The",WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.405,,,,,,58.386,,,,,44.469
A,Annual,GNB,Guinea-Bissau,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.934,61.049,,,63.11,
A,Annual,GRC,Greece,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,46.76,45.88,47.845,47.481,47.491,47.237,46.3,46.514,46.554,46.226,44.409,44.541,44.034,44.5,44.285,44.825,43.949,45.771,45.551,45.815,45.474,45.801,46.414,46.546,46.961,47.814,47.985,48.435,47.827,46.261,42.842,39.113,37.398,37.765,38.726,39.516,40.556,41.581,42.657,42.462,43.33,45.754,46.403
A,Annual,GRD,Grenada,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.01,,,,,,,,,,55.2,,,,,,,,,,,,,,,75.8,75.5,77.1,,,52.686,57.902,47.291,52.783,,58.422
A,Annual,GRL,Greenland,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,62.0,61.0,60.0,60.0,59.0,59.0,60.0,,,,,,,,
A,Annual,GTM,Guatemala,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,49.61,,,,,51.3,,,,,,,,,,,,,,,64.2,,65.444,65.874,61.237,,70.86,,,,58.345,58.867,63.318,58.404,59.082,59.077,59.122,59.443,59.122,57.871,,61.569,58.403,66.648
A,Annual,GUM,Guam,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,49.0,,,55.84,,,56.77,,60.95,,57.3,,,,,,,,,,57.42,55.8,55.3,,56.9,56.8,58.2,52.9,,56.0,56.3,54.3,,,,,,,,,,,,
A,Annual,GUY,Guyana,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.48,,,,,,,,,,,,,,,50.06,,,,,,,,,,,,,,,,47.512,44.171,,,,
A,Annual,HIC,High income,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,54.22094222987196,54.93972334505877,54.79688688959803,55.09925988610131,55.5412610249202,56.08475134384967,56.75179147610634,57.16737650315802,56.99302503024902,58.0058502721047,57.31075633324041,56.81701669495849,56.90083883890544,56.56186744563878,56.30567402185472,56.04453752538549,56.57330022696971,56.80270680198128,56.74599927983318,56.4615957743367,56.44749488705271,56.61854539108212,57.06717650157979,57.44079918332861,57.92390062084999,57.94066233142689,56.47160744903179,56.33012864896626,56.51100310796511,56.46471137981413,56.5117760408195,56.9050861522339,57.19207417189732,57.84256338080531,57.60705238725196,58.07552397856373,58.41044171680494,56.56970919124068,57.33853525654704,58.41997321977878,58.92516293824198
A,Annual,HKG,"Hong Kong SAR, China",WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,59.42,60.23,63.58,62.1,61.58,62.73,62.78,63.21,63.45,63.24,62.28,,,,,,,,,,,,,,,,,,,,57.58,57.01,58.018,58.514,59.135,59.045,59.117,58.981,59.211,59.556,58.902,56.245,56.303,55.699,55.638
A,Annual,HND,Honduras,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.5,58.95,,,60.42,,,64.17,67.43,,61.55,57.8,57.6,58.34,58.64,57.716,57.065,57.696,58.806,59.364,57.054,56.208,59.123,59.612,60.152,59.063,60.802,62.736,59.578,52.961,55.526,53.492,53.056
A,Annual,HRV,Croatia,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.588,41.818,43.472,43.284,44.163,43.372,43.713,47.684,48.587,48.228,46.474,44.747,43.183,42.071,43.308,44.201,44.592,45.823,46.871,47.721,47.196,47.84,48.66,49.082
A,Annual,HTI,Haiti,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,58.27,,,,,,,,,,57.9,,,,,,,,,,,,,35.74,,,,,,,,,55.113,,,,,,,,,,,
A,Annual,HUN,Hungary,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,47.56,47.5,,49.06,,,,48.05,48.04,47.95,48.45,48.48,48.0,45.51,52.507,48.926,47.832,47.046,43.474,43.326,44.053,45.889,46.303,46.096,46.172,46.855,46.601,46.566,46.859,46.597,46.007,44.855,44.719,45.088,45.976,46.87,49.534,51.026,52.847,53.935,54.628,55.147,54.482,57.134,58.164,58.538
